SQA,Project ID,Application,Deliverable,Doc Version,"Doc ID, if needed",Approve or Disapprove,Date of Approval or Disapproval,Reason for Disapproval,Comments
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 008_Verify_RegAssessment_LifeCycle_5,A,4-Oct-2019,,427
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 006_Verify_RegAssessment_LifeCycle_3,A,4-Oct-2019,,425
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 002_Verify_RegulatoryAssessment_Initialization_1,A,4-Oct-2019,,421
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 003_Verify_RegulatoryAssessment_Initialization_2,A,4-Oct-2019,,422
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 005_Verify_RegAssessment_LifeCycle_2,A,4-Oct-2019,,424
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 007_Verify_RegAssessment_LifeCycle_4,A,4-Oct-2019,,426
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 011_Verify_RegAssessment_Complete - No Regulatory Impact,A,4-Oct-2019,,430
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 010_Verify_RegAssessment_Complete - Regulatory Impact,A,4-Oct-2019,,429
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 35 > 009_Verify_RegAssessment_LifeCycle_6,A,4-Oct-2019,,428
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 014_Verify_ActionTask_PMRA Closed,A,4-Oct-2019,,444
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 012_Verify_ActionTask_LifeCycle_2,A,4-Oct-2019,,442
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 013_Verify_ActionTask_LifeCycle_3,A,4-Oct-2019,,433
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 011_Verify_ActionTask_LifeCycle_1,A,4-Oct-2019,,441
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 009_Verify_ActionTask_initialization_1,A,4-Oct-2019,,439
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 008_Verify_AdditionalApprovals_LifeCycle_3,A,4-Oct-2019,,438
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 004_Verify_AdditionalApprovals_initialization_4,A,4-Oct-2019,,434
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 003_Verify_AdditionalApprovals_initialization_3,A,4-Oct-2019,,433
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 007_Verify_AdditionalApprovals_LifeCycle_2,A,4-Oct-2019,,437
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 005_Verify_AdditionalApprovals_initialization_5,A,4-Oct-2019,,435
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 001_Verify_AdditionalApprovals_initialization_1,A,4-Oct-2019,,431
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 006_Verify_AdditionalApprovals_LifeCycle_1,A,4-Oct-2019,,436
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 010_Verify_ActionTask_initialization_2,A,4-Oct-2019,,440
Nick,1003,CHaRM,Test Protocol,1,Config > post market risk > Protocol 36 > 002_Verify_AdditionalApprovals_initialization_2,A,4-Oct-2019,,432
Nick,589.054,CMSNext,Test Protocol Results,1,1,A-FP,4-Oct-2019,,
Nick,500.068,CMSNext,Traceability,16,1,A-FP,4-Oct-2019,,
Nick,589.054,CMSNext,System Certification Summary,1,1,A-FP,4-Oct-2019,,
Nick,500.057,CMSNext,Test Protocol,3,1,A-FP,10-Oct-2019,,
Nick,1003,CHaRM,Test Protocol,1,Config > Field Action CAPA > Protocol 13 > 003_Create_NoUpdateRequired_SupplementalEMDR,A,10-Oct-2019,,1199
Nick,1003,CHaRM,Test Protocol,1,Config > Med Eval > Protocol 29 > 001_Create_MedicalEval_Submissions,A,10-Oct-2019,,1062
Nick,1003,CHaRM,Test Protocol,1,Config > Med Eval > Protocol 31 > 003_Verify_MedicalEval_ReportabilityCategory_ReportabilityRationale,A,10-Oct-2019,,1077
Nick,1003,CHaRM,Test Protocol,1,Config > Med Eval > Protocol 31 > 002_Verify_MedicalEval_ClosedVoidedWorkflow,A,10-Oct-2019,,1075
Nick,ePAS 19-31773,IDA Reporting,Project Plan,1,1,A-FP,10-Oct-2019,,
Nick,1177,Service Utility,Software Compliance Assessment,1,1,A-FP,10-Oct-2019,,
Nick,1003,CHaRM,Test Protocol,2,Config > Med Eval > Protocol 28 > 001_Verify_MedicalEval_GeneralTaskWorkflow_ClosedDone,A,10-Oct-2019,,1045
Nick,1003,CHaRM,Test Protocol,1,Mig > MIG_SAMPLING(ALL)_ 00_General,A,10-Oct-2019,,1212
Nick,928.011,Apollo/PHM,Software Change Request,3,1,A,11-Oct-2019,,Delayed approval waiting for John B to approve
Nick,928.011,Apollo/PHM,URS,8,1,A-FP,11-Oct-2019,,delayed approval waiting for John B to approve of SCR
Nick,1003,CHaRM,Test Protocol,2,Config > System Access > Protocol 2 > 006_Verify_SystemAccess_LookupFilters_AddRemove,A,11-Oct-2019,,367
Nick,1003,CHaRM,Test Protocol,2,Config > Med Eval > Protocol 28 > 003_Verify_MedicalEval_MedicalOpinionTaskWorkflow_ClosedDone,A,11-Oct-2019,,1047
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 014_Verify_HazardAssessment_Lifecycle_3,A,11-Oct-2019,,773
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 003_Verify_Hazard Assessment_initialization_3,A,11-Oct-2019,,447
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 012_Verify_HazardAssessment_Lifecycle_1,A,11-Oct-2019,,993
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 013_Verify_HazardAssessment_Lifecycle_2,A,11-Oct-2019,,772
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 015_Verify_HazardAssessment_Lifecycle_4,A,11-Oct-2019,,774
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 001_Verify_Hazard Assessment_initialization_1,A,11-Oct-2019,,445
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 002_Verify_Hazard Assessment_initialization_2,A,11-Oct-2019,,446
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 004_Verify_Hazard Assessment_initialization_4,A,11-Oct-2019,,766
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 005_Verify_HealthHazard Assessment_initialization_1,A,11-Oct-2019,,767
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 006_Verify_HealthHazard Assessment_initialization_2,A,11-Oct-2019,,449
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 007_Verify_HealthHazard Assessment_initialization_3,A,11-Oct-2019,,768
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 008_Verify_RMF_initialization_1,A,11-Oct-2019,,992
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 009_Verify_RMF_initialization_2,A,11-Oct-2019,,769
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 010_Verify_RMF_initialization_3,A,11-Oct-2019,,770
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 011_Verify_RMF_initialization_4,A,11-Oct-2019,,771
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 016_Verify_HazardAssessment_Lifecycle_5,A,11-Oct-2019,,775
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 017_Verify_HazardAssessment_Lifecycle_6,A,11-Oct-2019,,776
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 018_Verify_HazardAssessment_Lifecycle_7,A,11-Oct-2019,,777
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 019_Verify_HazardAssessment_Lifecycle_8,A,11-Oct-2019,,778
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 020_Verify_HazardAssessment_Lifecycle_9,A,11-Oct-2019,,779
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 021_Verify_HazardAssessment_Reopen Typographical Changes,A,11-Oct-2019,,453
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 022_Verify_HazardAssessment_Delay Of Results_1,A,11-Oct-2019,,994
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 023_Verify_HazardAssessment_Delay Of Results_2,A,11-Oct-2019,,780
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 024_Verify_RMF_Closed,A,11-Oct-2019,,455
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 025_Verify_Hazard Assessment_Parent Approved,A,11-Oct-2019,,456
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 026_Verify_Hazard Assessment_Parent Closed ,A,11-Oct-2019,,457
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 027_Verify_Hazard Assessment_Access_1,A,11-Oct-2019,,995
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 37 > 028_Verify_Hazard Assessment_Access_2,A,11-Oct-2019,,781
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 001_Verify_PMRA_Lifecycle_1,A,11-Oct-2019,,459
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 002_Verify_PMRA_Lifecycle_2,A,11-Oct-2019,,460
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 003_Verify_PMRA_Lifecycle_3,A,11-Oct-2019,,461
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 004_Verify_PMRA_Lifecycle_4,A,11-Oct-2019,,462
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 005_Verify_PMRA_RiskProduct_Initialization_1,A,11-Oct-2019,,463
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 006_Verify_PMRA_RiskProduct_Initialization_2,A,11-Oct-2019,,464
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 007_Verify_PMRA_TicketReview_Initialization,A,11-Oct-2019,,465
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 008_Verify_PMRA_Typographical_Changes_1,A,11-Oct-2019,,466
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 009_Verify_PMRA_Typographical_Changes_2,A,11-Oct-2019,,467
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 010_Verify_PMRA_AllAddApprovals_Closed_1,A,11-Oct-2019,,468
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 011_Verify_PMRA_AllAddApprovals_Closed_2,A,11-Oct-2019,,469
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 012_Verify_PMRA_AllAddApprovals_Closed_3,A,11-Oct-2019,,470
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 013_Verify_PMRA_AllAddApprovals_Closed_4,A,11-Oct-2019,,471
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 014_Verify_PMRA_AllAddApprovals_Closed_5,A,11-Oct-2019,,472
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 015_Verify_PMRA_AllAddApprovals_Closed_6,A,11-Oct-2019,,473
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 016_Verify_PMRA_AllHA_Closed_1,A,11-Oct-2019,,475
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 017_Verify_PMRA_AllHA_Closed_2,A,11-Oct-2019,,476
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 018_Verify_PMRA_AllHA_Closed_3,A,11-Oct-2019,,477
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 019_Verify_PMRA_AllHA_Closed_4,A,11-Oct-2019,,478
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 020_Verify_PMRA_AllHA_Closed_5,A,11-Oct-2019,,479
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 021_Verify_PMRA_AllHA_Closed_6,A,11-Oct-2019,,480
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 022_Verify_PMRA_AllHA_Closed_7,A,11-Oct-2019,,481
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 023_Verify_PMRA_AllHA_Closed_8,A,11-Oct-2019,,482
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 024_Verify_PMRA_AllHA_Closed_9,A,11-Oct-2019,,483
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 025_Verify_PMRA_AllHA_Closed_10,A,11-Oct-2019,,484
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 026_Verify_PMRA_Attachments,A,11-Oct-2019,,485
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 027_Verify_HA_Attachments,A,11-Oct-2019,,486
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 028_Verify_RA_Attachments,A,11-Oct-2019,,487
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 029_Verify_ActionTask_Attachments,A,11-Oct-2019,,488
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 030_Verify_HHA_Attachments,A,11-Oct-2019,,489
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 031_Verify_RMF_Attachments,A,11-Oct-2019,,490
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 032_Verify_RA_Closed_1,A,11-Oct-2019,,491
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 033_Verify_RA_Closed_2,A,11-Oct-2019,,492
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 034_Verify_WorkflowActions_1,A,11-Oct-2019,,996
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 035_Verify_WorkflowActions_2,A,11-Oct-2019,,782
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 036_Verify_WorkflowActions_Reopen,A,11-Oct-2019,,494
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 037_Verify_WorkflowActions_Reopen ? go to Risk Control Measure Recommendation,A,11-Oct-2019,,495
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 038_Verify_Ticket Review_Attachments,A,11-Oct-2019,,496
Nick,1003,CHaRM,Test Protocol,1,Config > Post market Risk > Protocol 38 > 039_Verify_PMRA_Edit,A,11-Oct-2019,,497
Nick,1177,Service Utility,URS,1,1,D,14-Oct-2019,Not compliant with procedure,No SCR or SPP submitted let a lone approved
Nick,1003,CHaRM,Test Protocol,1,Config > Med Eval > Protocol 31 > 007_Verify_MedicalEval_VoidedCriterias,A,14-Oct-2019,,1081
Nick,928.011,Apollo/PHM,FRS,17,1,A-FP,14-Oct-2019,,
Nick,ePAS 19-33454 ,IDA Reporting,Test Protocol Results,1,1,A-FP,14-Oct-2019,,
Nick,1003,CHaRM,Test Protocol,1,Config > Med Eval > Protocol 21 > 011_Verify_MedicalEval_ServiceTicketClose,A,15-Oct-2019,,1085
Nick,928.011,Apollo/PHM,IIVP,1,1,A-FP,15-Oct-2019,,
Nick,928.011,Apollo/PHM,IIVP,1,2,A-FP,15-Oct-2019,,
Nick,1003,CHaRM,Test Protocol,2,Config > System Access > Protocol 02 > 010_Verify_SystemAccess_BusinessAdmin_RegisteredSiteFields,A,16-Oct-2019,,371
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 003_Validate_TranslationTask_UnassignedWorkqueue,A-FP,16-Oct-2019,,1320
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 005_Validate_RegulatoryAssesment_UnassignedWorkqueue,A-FP,16-Oct-2019,,1322
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 001_Validate_ProdEval_UnassignedWorkqueue,A-FP,16-Oct-2019,,1318
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 002_Validate_MedEval_UnassignedWorkqueue,A-FP,16-Oct-2019,,1319
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 004_Validate_HazardAssesment_UnassignedWorkqueue,A-FP,16-Oct-2019,,1321
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 006_Validate_ActionTask_UnassignedWorkqueue,A-FP,16-Oct-2019,,1323
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 007_Validate_Customer Response_UnassignedWorkqueue,A-FP,16-Oct-2019,,1324
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 008_Validate_T&T Review Tasks_UnassignedWorkqueue,A-FP,16-Oct-2019,,1325
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 009_Validate_CustomerResponse_AssignedWorkqueue,A-FP,16-Oct-2019,,1326
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 010_Validate_Eval_InvestigationTask_AssignedWorkqueue,A-FP,16-Oct-2019,,1327
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 011_Validate_ProdEval_AssignedWorkqueue,A-FP,16-Oct-2019,,1328
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 012_Validate_MedEvalTask_AssignedWorkqueue,A-FP,16-Oct-2019,,1329
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 013_Validate_MedEval_AssignedWorkqueue,A-FP,16-Oct-2019,,1330
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 014_Validate_Translations_AssignedWorkqueue,A-FP,16-Oct-2019,,1331
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 015_Validate_PMRA_AssignedWorkqueue,A-FP,16-Oct-2019,,1332
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 016_Validate_HazardAssesment_AssignedWorkqueue,A-FP,16-Oct-2019,,1333
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 017_Validate_RegulatoryAssesment_AssignedWorkqueue,A-FP,16-Oct-2019,,1334
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 018_Validate_Actiontask_AssignedWorkqueue,A-FP,16-Oct-2019,,1335
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 019_Validate_Returns_AssignedWorkqueue,A-FP,16-Oct-2019,,1336
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 020_Validate_TktReview_AssignedWorkqueue,A-FP,16-Oct-2019,,1337
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 021_Validate_T&Treview_AssignedWorkqueue,A-FP,16-Oct-2019,,1338
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 022_Validate_Active Trend Items_AssignedWorkqueue,A-FP,16-Oct-2019,,1339
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 023_Validate_TrendItemsMaintenance_AssignedWorkqueue,A-FP,16-Oct-2019,,1340
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 024_Validate_RegulatoryTask_AssignedWorkqueue,A-FP,16-Oct-2019,,1341
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 025_Validate_TicketWorkQueue_AssignedWorkqueue,A-FP,16-Oct-2019,,1342
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 026_Validate_eMDR_AssignedWorkqueue,A-FP,16-Oct-2019,,1343
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueues > Protocol 03 > 027_Validate_MDIs_AssignedWorkqueue,A-FP,16-Oct-2019,,1344
Nick,1003,CHaRM,Test Protocol,1,Config > Med Eval > Protocol 31 > 009_Verify_MedicalEval_VoidService2,A,16-Oct-2019,,1083
Nick,1003,CHaRM,Test Protocol,1,Config > Med Eval > Protocol 31 > 011_Verify_MedicalEval_ServiceTicketClose,A,16-Oct-2019,,1085
Nick,1003,CHaRM,Test Protocol,1,Config > Med Eval > Protocol 31 > 012_Verify_MedicalEval_SeriveTicketClose,A,16-Oct-2019,,1086
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >001_Validate_In Process User Notes_Product EvaluationsInvestigations,A-FP,16-Oct-2019,,1345
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >002_Validate_In Process User Notes_EvaluationInvestigationTask,A-FP,16-Oct-2019,,1346
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >003_Validate_In Process User Notes_MedicalEvaluations,A-FP,16-Oct-2019,,1347
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >004_Validate_In Process User Notes_TranslationTasks,A-FP,16-Oct-2019,,1348
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >005_Validate_In Process User Notes_PMRA,A-FP,16-Oct-2019,,1349
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >006_Validate_In Process User Notes_HazardAssessments,A-FP,16-Oct-2019,,1350
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >007_Validate_In Process User Notes_Regulatory Assessments,A-FP,16-Oct-2019,,1351
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >008_Validate_In Process User Notes_ActionTask,A-FP,16-Oct-2019,,1352
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >009_Validate_In Process User Notes_CustomerResponse,A-FP,16-Oct-2019,,1353
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >010_Display_ColorCode_ForPendingMDIWorkqueue,A-FP,16-Oct-2019,,1354
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >011_Display_ColorCode_ForPendingeMDRWorkqueue,A-FP,16-Oct-2019,,1355
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >012_Display_ColorCode_ForMedicalEvaluation_Workqueue_1,A-FP,16-Oct-2019,,1356
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >014_Display_ColorCode_ForMedicalEvaluation_Workqueue_3,A-FP,16-Oct-2019,,1358
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >015_SendEmail_ThreeDaysPriorSubmissionDueDate_eMDR,A-FP,16-Oct-2019,,1359
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >016_SendEmail_ThreeDaysPriorSubmissionDueDate_MDI,A-FP,16-Oct-2019,,1360
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >017_SendEmail_OneDayPriorSubmissionDueDate_eMDR,A-FP,16-Oct-2019,,1361
Nick,1003,CHaRM,Test Protocol,1,Config > Workqueeues > Protocol 04 >018_SendEmail_OneDayPriorSubmissionDueDate_MDI,A-FP,16-Oct-2019,,1362
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 07 > 001_View_ComplaintTicket_SubmissionType_Assay_TrendItem,A-FP,16-Oct-2019,,1363
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 07 > 002_View_ComplaintTicket_ThresholdType_Assay_TrendItem,A-FP,16-Oct-2019,,1364
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 07 > 003_View_ComplaintTicket_ThresholdType_Process_TrendItem,A-FP,16-Oct-2019,,1365
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 07 > 004_View_ComplaintTicket_TicketType_Assay_TrendItem,A-FP,16-Oct-2019,,1366
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 08 > 001_View_Tracking&TrendingReviewTask_Autogeneration,A-FP,16-Oct-2019,,1376
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 08 > 002_View_Tracking&TrendingReviewTask_Lifecycle_2,A-FP,16-Oct-2019,,1377
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 08 > 003_View_Tracking&TrendingReviewTask_Lifecycle_4,A-FP,16-Oct-2019,,1378
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 08 > 004_View_Tracking&TrendingReviewTask_Attachment_Life Cycle,A-FP,16-Oct-2019,,1379
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 08 > 005_View Threshold Review Task,A-FP,16-Oct-2019,,1380
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 08 > 006_View_Tracking and Trending review Task_Adverse Trend,D,16-Oct-2019,Inaccurate information,1381 undefined user.
Nick,928.011,Apollo/PHM,Test Protocol,1,9,A-FP,16-Oct-2019,,
Nick,928.011,Apollo/PHM,IIVP,1,3,A-FP,16-Oct-2019,,
Nick,1177,Service Utility,Software Change Request,1,1,D,17-Oct-2019,Multible Errors,via email
Nick,1177,Service Utility,Software Change Request,1,1,D,17-Oct-2019,Multible Errors,submitted in NPV
Nick,1003,CHaRM,Test Protocol,1,Config > Workgueues > Protocol 04 > 013_Display_ColorCode_ForMedicalEvaluation_Workqueue_2,A-FP,18-Oct-2019,,1367
Nick,1173,R - Stats Packages,URS,1,1,A-FP,18-Oct-2019,,
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 09 > 001_View_Trend Item Maintenance Request_Add_Trend_Item,A-FP,18-Oct-2019,,1368
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 09 > 002_View_Trend Item Maintenance Request_Update_Lifecycle,A-FP,18-Oct-2019,,1372
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 09 > 003_View_ComplaintTicket_ThresholdType_TrendItemMaintenance Request,A-FP,18-Oct-2019,,1367
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 09 > 004_View_Trend Item Maintenance Request_Add_Update_Inactivate_Reactivate,A-FP,18-Oct-2019,,1369
Nick,1003,CHaRM,Test Protocol,1,Config > Track and Trend > Protocol 09 > 005_View_Trend Item Maintenance Request_Add_Trend_Item_Closed-Voided,A-FP,18-Oct-2019,,1375
