SQA,Project ID,Application,Deliverable,Doc Version,"Doc ID, if needed",Approve or Disapprove,Date of Approval or Disapproval,Reason for Disapproval,Comments
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Test Protocol,1,"Test ID: 30, 31, 32, 33, 34, 35",A-FP,11-May-2020,,
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC01,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC02,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC03,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC04,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC05,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC06,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC07,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC08,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC09,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC10,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC11,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC12,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC13,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC14,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC15,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC16,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.13-TC17,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.14-TC01,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.14-TC02,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.15-TC01,D,12-May-2020,Multiple Errors,Email
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,Test Protocol,1,TP1.15-TC02,D,12-May-2020,Multiple Errors,Email
Ken,DA-S 00055.011,BSQ Device Simulator ,System Certification Summary,2,VVSR01-02-Version,A,12-May-2020,,
Carole,VERA_DALLAS_R_D_TOOLS,BSQ Device Simulator ,FRS,1,FRS-1,A,13-May-2020,N/A,
Carole,"				DA-S 00774 . 010",BSQ Device Simulator ,System Certification Summary,1,VVSR-1,D,13-May-2020,Multiple Errors,Email
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,FRS,1,Req ID 817,A-FP,13-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,IIVP,1,  Test ID 362,A-FP,13-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,URS,1,Req ID 513,A-FP,13-May-2020,,
Carole,"				DA-S 00774 . 010",BSQ Device Simulator ,System Certification Summary,1,VVSR-1,D,14-May-2020,Inaccurate information,Email
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,ISSD,1,122,A,14-May-2020,,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Test Protocol Results,1,"Run ID: 4, 5, 6, 7, 8, 9",A-FP,14-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,CII,1, Req ID 986,D,14-May-2020,Multiple Errors,Email
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,CII,1, Req ID 986,A,14-May-2020,,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,IIVP results,1,Run ID 2,A-FP,15-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol Results,1,Test ID 366 and 367,A-FP,15-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol,1,Test ID 366 and 367,A-FP,15-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol,1, Test ID 368 and 369,A-FP,15-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol,1,"Test ID 378, 510, and 511",A-FP,15-May-2020,,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Test Protocol Results,1,"Run ID: 16, 17, 18, 19",A-FP,17-May-2020,,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Test Protocol Results,1,"Run ID: 20, 21, 22, 23, 24",A-FP,17-May-2020,,
Carole,"				DA-S 00774 . 010",BSQ Device Simulator ,System Certification Summary,1,VVSR-1,A,18-May-2020,N/A,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Project Plan,1,"Dallas_R_D_Tools, Records 285",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,ISSD,1,"Dallas_R_D_Tools, Records 279",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Design Documentation,1,"Dallas_R_D_Tools, Records 281",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Maintenance Plan,1,"Dallas_R_D_Tools, Records 282",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Other,1,"Dallas_R_D_Tools, Records 284",A-FP,18-May-2020,,Admin Documentation
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 371",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 351",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 352",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 372",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 353",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 373",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 354",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 356",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 357",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 358",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 360",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 377",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 379",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 380",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 381",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 382",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 383",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 384",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 385",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 386",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 387",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 388",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 389",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 390",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 391",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 393",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 395",A-FP,18-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol,1,"Dallas_R_D_Tools, Test Plan: 523",A-FP,18-May-2020,,
Ken,DA-S 00055.011,BSQ Device Simulator ,Other,1,MtP02-01,D,18-May-2020,,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Test Protocol Results,1,"Run ID: 25, 26, 27, 28, 29, 30, 31",A-FP,19-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,CII,1,"Dallas_R_D_Tools, Records 987",D,19-May-2020,Inaccurate information,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,CII,1,"Dallas_R_D_Tools, Records 987",A,19-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Software Change Request,1,"Dallas_R_D_Tools, Records 988",D,19-May-2020,Inaccurate information,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Software Change Request,1,"Dallas_R_D_Tools, Records 988",A,19-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Traceability,1,"Dallas_R_D_Tools, Records 275",D,19-May-2020,Inaccurate information,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Traceability,1,"Dallas_R_D_Tools, Records 275",A,19-May-2020,,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Test Protocol Results,1,"Run ID: 10, 11, 12, 13, 14, 15, 32, 33, 34, 35",A-FP,20-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Other,1,"Dallas_R_D_Tools, Records 505",A-FP,20-May-2020,,BIA copy
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Other,1,"Dallas_R_D_Tools, Records 504",A-FP,20-May-2020,,eRIM  copy
Ken,DA-S 00055.011,BSQ Device Simulator ,Other,1,MtP02-01,A,20-May-2020,,
Carole,VERA_DALLAS_SBM,BSQ Device Simulator ,FRS,1,FRS-1,D,21-May-2020,Multiple Errors,Email
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,URS,1,"514, 515, 516, 517,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,518,519,520,521,522,",A,21-May-2020,,
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,FRS,1,"18, 531, 532, 533, 534, 535, 536, 537, 538, 539, 540, 541, 542, 543, 544 , 545, 547, 548, 549, 550, 551, 552, 553, 554, 555, 556, 557, 558, 559, 560, 561, 562, 563, 564, 565, 566, 567, 568, 569, 570, 571, 572 and 573 ",A,21-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol Results,1,"Run ID 47, 49, and 50",A-FP,21-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol Results,1,Run ID 51 and 52,A-FP,21-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol Results,1,Run ID 53 and 54 ,A-FP,21-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol Results,1,"Run ID  55, 56, and 57",A-FP,21-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Test Protocol Results,1,"Run ID  55, 56, and 57",A-FP,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Other,1,"Dallas_R_D_Tools, Records 990",A-FP,21-May-2020,,Test Symmary
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,System Certification Summary,1,"Dallas_R_D_Tools, Records 991",D,21-May-2020,Mutlible Errors,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,System Certification Summary,1,"Dallas_R_D_Tools, Records 991",A,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP results,1,"Dallas_R_D_Tools, Run ID: 60",A-FP,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP results,1,"Dallas_R_D_Tools, Run ID: 61",A-FP,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP results,1,"Dallas_R_D_Tools, Run ID: 62",A-FP,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP results,1,"Dallas_R_D_Tools, Run ID: 63",A-FP,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol Results,1,"Dallas_R_D_Tools, Run ID: 64",A-FP,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol Results,1,"Dallas_R_D_Tools, Run ID: 65",A-FP,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol Results,1,"Dallas_R_D_Tools, Run ID: 66",A-FP,21-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,Test Protocol Results,1,"Dallas_R_D_Tools, Run ID: 67",A-FP,21-May-2020,,
Carole,"DA-S 00710.023			",BSQ Device Simulator ,IIVP results,1,Install-03 Results,A-FP,22-May-20,N/A,
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,ERES,1,131,A,22-May-2020,,
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,Risk Assessment,1,461,A,22-May-2020,,
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,Maintenance Plan,1,462,A,22-May-2020,,
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,ISSD,1,122,A,22-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,System Certification Summary,1, Req ID 992,D,22-May-2020,Multiple Errors,Email
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,System Certification Summary,1, Req ID 992,A,22-May-2020,,
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Traceability,1,"Run ID  55, 56, and 57",D,22-May-2020,Multiple Errors,Email
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Traceability,1,"Run ID  55, 56, and 57",D,22-May-2020,Multiple Errors,Email
Lan,VERA/Dallas_R_D_Tools/ICQ HL7 Sim,BSQ Device Simulator ,Traceability,1,"Run ID  55, 56, and 57",A,22-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 374",A-FP,22-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 355",A-FP,22-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 359",A-FP,22-May-2020,,
Ken,Ixiasoft DITA CMS,BSQ Device Simulator ,IIVP,1,"Dallas_R_D_Tools, Test Plan: 370",A-FP,22-May-2020,,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,URS,1,20,D,26-May-2020,Multiple Errors,Email
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,URS,1,20,A,26-May-2020,,
Carole,VERA_DALLAS_SBM,BSQ Device Simulator ,Software Compliance Assessment,1,SCA-1,A-FP,27-May-2020,N/A,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,ISSD,1,486,D,27-May-2020,Multiple Errors,Email
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,ISSD,1,486,A,27-May-2020,,
Carole,VERA_DALLAS_SBM,BSQ Device Simulator ,FRS,1,FRS-1,D,28-May-2020,Multiple Errors,Email
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Software Change Request,1,448,A,28-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,FRS,1,446 and 485,A,28-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,CII,1,486,A,28-May-2020,,
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Traceability,1,660,D,28-May-2020,Multiple Errors,Email
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Traceability,1,660,D,28-May-2020,Multiple Errors,Email
Lan,VERA/Dallas GSS/LOG-IC 5.0,BSQ Device Simulator ,Traceability,1,660,A,28-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,67,D,29-May-2020,Inaccurate information,email
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,68,D,29-May-2020,Inaccurate information,email
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,72,D,29-May-2020,Inaccurate information,email
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,84,D,29-May-2020,Inaccurate information,email
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,85,D,29-May-2020,Inaccurate information,email
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,86,D,29-May-2020,Inaccurate information,email
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,67,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,68,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,72,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,84,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,85,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,86,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,88,D,29-May-2020,Insufficient traceability,VERA
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,87,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,89,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,90,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,91,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,92,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,93,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,94,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,95,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,96,A,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,97,A,29-May-2020,,
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,Software Change Request,1,Camstar-ADMS Phase 3 SCR1,D,29-May-2020,Inaccurate information,Email
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,Test Protocol,1,Test protocol -1,D,29-May-2020,Inaccurate information,Email
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,Test Protocol,1,Test protocol -2,D,29-May-2020,Inaccurate information,Email
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,Test Protocol,1,Test protocol -3,D,29-May-2020,Inaccurate information,Email
Arun,AQC_VERA_Dallas_ADMS,BSQ Device Simulator ,Test Protocol,1,Test protocol -4,D,29-May-2020,Inaccurate information,Email
Lan,VERA/Dallas GSS/Q ASTM Simulator,BSQ Device Simulator ,Software Change Request,1,846,D,29-May-2020,,
Lan,VERA/Dallas GSS/Q ASTM Simulator,BSQ Device Simulator ,Software Change Request,1,846,A,29-May-2020,,
Lan,VERA/Dallas GSS/Q ASTM Simulator,BSQ Device Simulator ,Software Compliance Assessment,1,844,A-FP,29-May-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol,1,88,A,30-May-2020,,
Carole,VERA_DALLAS_SBM,BSQ Device Simulator ,URS,1,URS-1,D,1-Jun-2020,Inaccurate information,Email
Carole,VERA_DALLAS_SBM,BSQ Device Simulator ,FRS,1,FRS-1,D,1-Jun-2020,Inaccurate information,Email
Arun,AQC_VERA_Dallas_Mfg_Ops,BSQ Device Simulator ,Software Compliance Assessment,1,2,A,1-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,79,D,2-Jun-2020,Incorrect Objective Evidence,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,75,D,2-Jun-2020,Incorrect Objective Evidence,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,72,D,2-Jun-2020,Incorrect Objective Evidence,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,71,D,2-Jun-2020,Incorrect Objective Evidence,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,67,D,2-Jun-2020,Incorrect Objective Evidence,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,69,D,2-Jun-2020,Incorrect Objective Evidence,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,80,D,2-Jun-2020,Incorrect Objective Evidence,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,79,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,75,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,72,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,71,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,67,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,69,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,80,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,81,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,82,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,77,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,76,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,83,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,63,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,65,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,68,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,70,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,66,A,2-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,74,A,2-Jun-2020,,
Carole,VERA_DALLAS_SBM,BSQ Device Simulator ,URS,1,URS-1,A-FP,3-Jun-2020,N/A,VERA
Carole,VERA_DALLAS_SBM,BSQ Device Simulator ,FRS,1,FRS-1,D,3-Jun-2020,Multiple Errors,Email
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,87,A,3-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,88,A,3-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,89,A,3-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,90,A,3-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,91,A,3-Jun-2020,,
Arun,AQC_VERA_Dallas_Camstar,BSQ Device Simulator ,Test Protocol Results,1,92,A,3-Jun-2020,,
